"CUENTA_CONTABLE"|"FECHA"|"Empresa"|"Mov_Local"|"MOV_DOLAR"|"Balance_Final"|"Balance_Final_Dolar"
"1.1.1.01.1.003"|"2026-12-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-11-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-10-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-09-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-08-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-07-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-06-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-05-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-04-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-03-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-02-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2026-01-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-12-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-11-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-10-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-09-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-08-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-07-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-06-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-05-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-04-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-03-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-02-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2025-01-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-12-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-11-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-10-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-09-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-08-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-07-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-06-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-05-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-04-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-03-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-02-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2024-01-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-12-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-11-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-10-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-09-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-08-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-07-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-06-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-05-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-04-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-03-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-02-01"|beval|0|0|0|0
"1.1.1.01.1.003"|"2023-01-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-12-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-11-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-10-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-09-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-08-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-07-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-06-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-05-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-04-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-03-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-02-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2026-01-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-12-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-11-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-10-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-09-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-08-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-07-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-06-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-05-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-04-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-03-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-02-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2025-01-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-12-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-11-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-10-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-09-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-08-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-07-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-06-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-05-01"|beval|0|0|0|0
"1.1.1.01.6.001"|"2024-04-01"|beval|-44.708,7872|-1.232|0|0
"1.1.1.01.6.001"|"2024-03-01"|beval|-232.736,5544|-6.447|44.708,7872|1.232
"1.1.1.01.6.001"|"2024-02-01"|beval|-202.681,4968|-5.583|277.445,3416|7.679
"1.1.1.01.6.001"|"2024-01-01"|beval|-310.510,2907|-8.725|480.126,8384|13.262
"1.1.1.01.6.001"|"2023-12-01"|beval|590.983,9416|16.362|790.637,1291|21.987
"1.1.1.01.6.001"|"2023-11-01"|beval|74.739,4419|2.069|199.653,1875|5.625
"1.1.1.01.6.001"|"2023-10-01"|beval|-204.537,3324|-6.014|124.913,7456|3.556
"1.1.1.01.6.001"|"2023-09-01"|beval|-42.634,3454|-1.876|329.451,078|9.570
"1.1.1.01.6.001"|"2023-08-01"|beval|55.097,0314|705|372.085,4234|11.446
"1.1.1.01.6.001"|"2023-07-01"|beval|106.502,6816|3.228|316.988,392|10.741
"1.1.1.01.6.001"|"2023-06-01"|beval|44.946,7151|1.186|210.485,7104|7.513
"1.1.1.01.6.001"|"2023-05-01"|beval|-85.701,3|-3.824|165.538,9953|6.327
"1.1.1.01.6.001"|"2023-04-01"|beval|-79.197,0399|-3.338|251.240,2953|10.151
"1.1.1.01.6.001"|"2023-03-01"|beval|129.560,2777|5.244|330.437,3352|13.489
"1.1.1.01.6.001"|"2023-02-01"|beval|-356.134,6425|-17.130|200.877,0575|8.245
"1.1.1.01.6.001"|"2023-01-01"|beval|297.101,66|2.079|557.011,7|25.375
"1.1.1.01.6.001"|"2022-12-01"|beval|183.739,43|14.587|259.910,04|23.296
"1.1.1.01.6.001"|"2022-11-01"|beval|-55.923,3|-8.614|76.170,61|8.709
"1.1.1.01.6.001"|"2022-10-01"|beval|72.208,09|8.576|132.093,91|17.323
"1.1.1.01.6.001"|"2022-09-01"|beval|13.159,91|1.054|59.885,82|8.747
"1.1.1.01.6.001"|"2022-08-01"|beval|18.110,13|1.499|46.725,91|7.693
"1.1.1.01.6.001"|"2022-07-01"|beval|-52.199,47|-11.293|28.615,78|6.194
"1.1.1.01.6.001"|"2022-06-01"|beval|80.815,25|17.487|80.815,25|17.487
"1.1.1.01.6.002"|"2026-12-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-11-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-10-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-09-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-08-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-07-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-06-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-05-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-04-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-03-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-02-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2026-01-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-12-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-11-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-10-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-09-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-08-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-07-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-06-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-05-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-04-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-03-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-02-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2025-01-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2024-12-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2024-11-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2024-10-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2024-09-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2024-08-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2024-07-01"|beval|0|0|0|0
"1.1.1.01.6.002"|"2024-06-01"|beval|0|2,86|0|0
"1.1.1.01.6.002"|"2024-05-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2024-04-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2024-03-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2024-02-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2024-01-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2023-12-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2023-11-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2023-10-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2023-09-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2023-08-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2023-07-01"|beval|0|0|0|-2,86
"1.1.1.01.6.002"|"2023-06-01"|beval|-0,008|0|0|-2,86
"1.1.1.01.6.002"|"2023-05-01"|beval|-3.824,63|-154,5183|0,008|-2,86
"1.1.1.01.6.002"|"2023-04-01"|beval|80,77|1,7|3.824,638|151,6583
"1.1.1.01.6.002"|"2023-03-01"|beval|129,84|4,49|3.743,868|149,9583
"1.1.1.01.6.002"|"2023-02-01"|beval|267,72|-4,11|3.614,028|145,4683
"1.1.1.01.6.002"|"2023-01-01"|beval|3.228,948|3,2283|3.346,308|149,5783
"1.1.1.01.6.002"|"2022-12-01"|beval|0|0|117,36|146,35
"1.1.1.01.6.002"|"2022-06-01"|beval|117,36|146,35|117,36|146,35
"1.1.1.01.6.004"|"2026-12-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-11-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-10-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-09-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-08-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-07-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-06-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-05-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-04-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-03-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-02-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2026-01-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2025-12-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2025-11-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2025-10-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2025-09-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2025-08-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2025-07-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2025-06-01"|beval|0|0|0|0
"1.1.1.01.6.004"|"2025-05-01"|beval|0|0|0|0
