"CUENTA_CONTABLE"|"FECHA"|"Empresa"|"Mov_Local"|"MOV_DOLAR"|"Balance_Final"|"Balance_Final_Dolar"
"1-1-05-05-01"|"2026-12-01"|mundial|0|0|-1.749.892|4.276.592,87
"1-1-05-05-01"|"2026-11-01"|mundial|0|0|-1.749.892|4.276.592,87
"1-1-05-05-01"|"2026-10-01"|mundial|0|0|-1.749.892|4.276.592,87
"1-1-05-05-01"|"2026-09-01"|mundial|0|0|-1.749.892|4.276.592,87
"1-1-05-05-01"|"2026-08-01"|mundial|-2.997.960|-832,03|-1.749.892|4.276.592,87
"1-1-05-05-01"|"2026-07-01"|mundial|370.350|97,75|1.248.068|4.277.424,9
"1-1-05-05-01"|"2026-06-01"|mundial|-1.047.500|-290,71|877.718|4.277.327,15
"1-1-05-05-01"|"2026-05-01"|mundial|-2.575.932|-714,9|1.925.218|4.277.617,86
"1-1-05-05-01"|"2026-04-01"|mundial|3.735.450|-426,37|4.501.150|4.278.332,76
"1-1-05-05-01"|"2026-03-01"|mundial|-1.581.109,73|-419,47|765.700|4.278.759,13
"1-1-05-05-01"|"2026-02-01"|mundial|-1.528.898|402,52|2.346.809,73|4.279.178,6
"1-1-05-05-01"|"2026-01-01"|mundial|3.094.481|125,71|3.875.707,73|4.278.776,08
"1-1-05-05-01"|"2025-12-01"|mundial|-2.220.474,27|-570,87|781.226,73|4.278.650,37
"1-1-05-05-01"|"2025-11-01"|mundial|2.191.448,36|-319,53|3.001.701|4.279.221,24
"1-1-05-05-01"|"2025-10-01"|mundial|-1.656.240|2.778,38|810.252,64|4.279.540,77
"1-1-05-05-01"|"2025-09-01"|mundial|-1.140.497|-537,69|2.466.492,64|4.276.762,39
"1-1-05-05-01"|"2025-08-01"|mundial|661.760|-51,37|3.606.989,64|4.277.300,08
"1-1-05-05-01"|"2025-07-01"|mundial|-4.415.701|-1.294,38|2.945.229,64|4.277.351,45
"1-1-05-05-01"|"2025-06-01"|mundial|-1.311.420,61|-343,42|7.360.930,64|4.278.645,83
"1-1-05-05-01"|"2025-05-01"|mundial|4.263.281|857,95|8.672.351,25|4.278.989,25
"1-1-05-05-01"|"2025-04-01"|mundial|-93.522,75|-385,66|4.409.070,25|4.278.131,3
"1-1-05-05-01"|"2025-03-01"|mundial|775.293|-25,46|4.502.593|4.278.516,96
"1-1-05-05-01"|"2025-02-01"|mundial|2.423.950|430,73|3.727.300|4.278.542,42
"1-1-05-05-01"|"2025-01-01"|mundial|988.400|189,13|1.303.350|4.278.111,69
"1-1-05-05-01"|"2024-12-01"|mundial|-1.007.900|-235,65|314.950|4.277.922,56
"1-1-05-05-01"|"2024-11-01"|mundial|-272.000|-58,52|1.322.850|4.278.158,21
"1-1-05-05-01"|"2024-10-01"|mundial|-639.837,19|-126,39|1.594.850|4.278.216,73
"1-1-05-05-01"|"2024-09-01"|mundial|418.633,39|121,35|2.234.687,19|4.278.343,12
"1-1-05-05-01"|"2024-08-01"|mundial|811.135,8|320,02|1.816.053,8|4.278.221,77
"1-1-05-05-01"|"2024-07-01"|mundial|-808.832|-227,6|1.004.918|4.277.901,75
"1-1-05-05-01"|"2024-06-01"|mundial|-2.339.920|-497,32|1.813.750|4.278.129,35
"1-1-05-05-01"|"2024-05-01"|mundial|3.271.680|835,16|4.153.670|4.278.626,67
"1-1-05-05-01"|"2024-04-01"|mundial|-752.797|-169,66|881.990|4.277.791,51
"1-1-05-05-01"|"2024-03-01"|mundial|-836.413|-238,93|1.634.787|4.277.961,17
"1-1-05-05-01"|"2024-02-01"|mundial|-2.129.050|-539,43|2.471.200|4.278.200,1
"1-1-05-05-01"|"2024-01-01"|mundial|684.900|196,05|4.600.250|4.278.739,53
"1-1-05-05-01"|"2023-12-01"|mundial|-3.057.200|-796,96|3.915.350|4.278.543,48
"1-1-05-05-01"|"2023-11-01"|mundial|3.834.676,49|853,02|6.972.550|4.279.340,44
"1-1-05-05-01"|"2023-10-01"|mundial|-3.649.813,69|-926,23|3.137.873,51|4.278.487,42
"1-1-05-05-01"|"2023-09-01"|mundial|1.230.860,33|242,89|6.787.687,2|4.279.413,65
"1-1-05-05-01"|"2023-08-01"|mundial|1.401.746,87|322,43|5.556.826,87|4.279.170,76
"1-1-05-05-01"|"2023-07-01"|mundial|551.930|-271,68|4.155.080|4.278.848,33
"1-1-05-05-01"|"2023-06-01"|mundial|-3.567.000,83|-2.168,7|3.603.150|4.279.120,01
"1-1-05-05-01"|"2023-05-01"|mundial|3.605.900,83|1.034,53|7.170.150,83|4.281.288,71
"1-1-05-05-01"|"2023-04-01"|mundial|-2.920.750|-242,51|3.564.250|4.280.254,18
"1-1-05-05-01"|"2023-03-01"|mundial|1.620.650|417,18|6.485.000|4.280.496,69
"1-1-05-05-01"|"2023-02-01"|mundial|1.868.350|429,26|4.864.350|4.280.079,51
"1-1-05-05-01"|"2023-01-01"|mundial|-1.733.815|-577,58|2.996.000|4.279.650,25
"1-1-05-05-01"|"2022-12-01"|mundial|-2.454.785|-379,3|4.729.815|4.280.227,83
"1-1-05-05-01"|"2022-11-01"|mundial|-1.852.784|73,43|7.184.600|4.280.607,13
"1-1-05-05-01"|"2022-10-01"|mundial|6.188.884|1.862,43|9.037.384|4.280.533,7
"1-1-05-05-01"|"2022-09-01"|mundial|-5.007.807|-965,02|2.848.500|4.278.671,27
"1-1-05-05-01"|"2022-08-01"|mundial|4.187.379|1.745,58|7.856.307|4.279.636,29
"1-1-05-05-01"|"2022-07-01"|mundial|-2.009.072|-776,91|3.668.928|4.277.890,71
"1-1-05-05-01"|"2022-06-01"|mundial|2.031.000|707,54|5.678.000|4.278.667,62
"1-1-05-05-01"|"2022-05-01"|mundial|1.767.000|380,22|3.647.000|4.277.960,08
"1-1-05-05-01"|"2022-04-01"|mundial|2.129.000|597,7|1.880.000|4.277.579,86
"1-1-05-05-01"|"2022-03-01"|mundial|-694.000|20,79|-249.000|4.276.982,16
"1-1-05-05-01"|"2022-02-01"|mundial|-1.328.000|2.394,51|445.000|4.276.961,37
"1-1-05-05-01"|"2022-01-01"|mundial|-216.000|2.911,94|1.773.000|4.274.566,86
"1-1-05-05-01"|"2021-12-01"|mundial|-1.324.000|1.359,98|1.989.000|4.271.654,92
"1-1-05-05-01"|"2021-11-01"|mundial|-3.289.119|4.236,05|3.313.000|4.270.294,94
"1-1-05-05-01"|"2021-10-01"|mundial|2.734.119|927,01|6.602.119|4.266.058,89
"1-1-05-05-01"|"2021-09-01"|mundial|-2.219.500|1.694,34|3.868.000|4.265.131,88
"1-1-05-05-01"|"2021-08-01"|mundial|1.150.570|2.093,8|6.087.500|4.263.437,54
"1-1-05-05-01"|"2021-07-01"|mundial|-357.070|1.855,98|4.936.930|4.261.343,74
"1-1-05-05-01"|"2021-06-01"|mundial|4.419.000|3.715,57|5.294.000|4.259.487,76
"1-1-05-05-01"|"2021-05-01"|mundial|-3.015.001,3|1.593,01|875.000|4.255.772,19
"1-1-05-05-01"|"2021-04-01"|mundial|230.352,3|957,32|3.890.001,3|4.254.179,18
"1-1-05-05-01"|"2021-03-01"|mundial|2.544.649|1.158,41|3.659.649|4.253.221,86
"1-1-05-05-01"|"2021-02-01"|mundial|1.115.000|323,75|1.115.000|4.252.063,45
"1-1-05-05-01"|"2021-01-01"|mundial|-760.000|105,09|0|4.251.739,7
"1-1-05-05-01"|"2020-12-01"|mundial|732.000,01|-44,18|760.000|4.251.634,61
"1-1-05-05-01"|"2020-11-01"|mundial|27.999,99|710,09|27.999,99|4.251.678,79
"1-1-05-05-01"|"2020-10-01"|mundial|0|1.891,76|0|4.250.968,7
"1-1-05-05-01"|"2020-09-01"|mundial|-377.349|939,22|0|4.249.076,94
"1-1-05-05-01"|"2020-08-01"|mundial|295.349|1.270,73|377.349|4.248.137,72
"1-1-05-05-01"|"2020-07-01"|mundial|82.000|738,25|82.000|4.246.866,99
"1-1-05-05-01"|"2020-06-01"|mundial|3.114.229,41|1.624,1|0|4.246.128,74
"1-1-05-05-01"|"2020-05-01"|mundial|-7.835.743,38|571,77|-3.114.229,41|4.244.504,64
"1-1-05-05-01"|"2020-04-01"|mundial|3.504.901,97|3.256,67|4.721.513,97|4.243.932,87
"1-1-05-05-01"|"2020-03-01"|mundial|-3.067.182|-823,21|1.216.612|4.240.676,2
"1-1-05-05-01"|"2020-02-01"|mundial|4.283.794|4.283.794|4.283.794|4.241.499,41
"1-1-05-05-01"|"2020-01-01"|mundial|0|0|0|-42.294,59
"1-1-05-05-01"|"2019-12-01"|mundial|42.305,97|11,38|0|-42.294,59
"1-1-05-05-01"|"2019-11-01"|mundial|160.174|160.174|-42.305,97|-42.305,97
"1-1-05-05-01"|"2019-10-01"|mundial|-135.590|-135.590|-202.479,97|-202.479,97
"1-1-05-05-01"|"2019-09-01"|mundial|-302.189,97|-302.189,97|-66.889,97|-66.889,97
"1-1-05-05-01"|"2019-08-01"|mundial|245.476|245.476|235.300|235.300
"1-1-05-05-01"|"2019-07-01"|mundial|103.254|103.254|-10.176|-10.176
"1-1-05-05-01"|"2019-06-01"|mundial|266.112|266.112|-113.430|-113.430
"1-1-05-05-01"|"2019-05-01"|mundial|754.848|754.848|-379.542|-379.542
"1-1-05-05-01"|"2019-04-01"|mundial|-618.390|-618.390|-1.134.390|-1.134.390
"1-1-05-05-01"|"2019-03-01"|mundial|-317.313|-317.313|-516.000|-516.000
"1-1-05-05-01"|"2019-02-01"|mundial|79.612|79.612|-198.687|-198.687
"1-1-05-05-01"|"2019-01-01"|mundial|-278.299|-278.299|-278.299|-278.299
"1-1-05-05-01"|"2018-12-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-11-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-10-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-09-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-08-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-07-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-06-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-05-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-04-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-03-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-02-01"|mundial|0|0|0|0
"1-1-05-05-01"|"2018-01-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2026-12-01"|mundial|0|0|3.000.000|1.224,44
"1-1-05-05-02"|"2026-11-01"|mundial|0|0|3.000.000|1.224,44
"1-1-05-05-02"|"2026-10-01"|mundial|0|0|3.000.000|1.224,44
"1-1-05-05-02"|"2026-09-01"|mundial|0|0|3.000.000|1.224,44
"1-1-05-05-02"|"2026-08-01"|mundial|2.534.426|797,14|3.000.000|1.224,44
"1-1-05-05-02"|"2026-07-01"|mundial|-354.839|-120,64|465.574|427,3
"1-1-05-05-02"|"2026-06-01"|mundial|-418.668|-141,42|820.413|547,94
"1-1-05-05-02"|"2026-05-01"|mundial|165.691|-36,98|1.239.081|689,36
"1-1-05-05-02"|"2026-04-01"|mundial|52.871|-4.628,81|1.073.390|726,34
"1-1-05-05-02"|"2026-03-01"|mundial|-330.243|-70,43|1.020.519|5.355,15
"1-1-05-05-02"|"2026-02-01"|mundial|124.742|2.693,11|1.350.762|5.425,58
"1-1-05-05-02"|"2026-01-01"|mundial|1.169.840|-2.079,55|1.226.020|2.732,47
"1-1-05-05-02"|"2025-12-01"|mundial|56.180|307,57|56.180|4.812,02
"1-1-05-05-02"|"2025-11-01"|mundial|-166.539,61|-3.298,06|0|4.504,45
"1-1-05-05-02"|"2025-10-01"|mundial|166.539,61|12.814,31|166.539,61|7.802,51
"1-1-05-05-02"|"2025-09-01"|mundial|0|-8,96|0|-5.011,8
"1-1-05-05-02"|"2025-08-01"|mundial|-49.712,46|-61,65|0|-5.002,84
"1-1-05-05-02"|"2025-07-01"|mundial|-267.244,48|-437,02|49.712,46|-4.941,19
"1-1-05-05-02"|"2025-06-01"|mundial|-192.409,07|-296,01|316.956,94|-4.504,17
"1-1-05-05-02"|"2025-05-01"|mundial|803.488,94|-44,23|509.366,01|-4.208,16
"1-1-05-05-02"|"2025-04-01"|mundial|-573.067,59|-456,53|-294.122,93|-4.163,93
"1-1-05-05-02"|"2025-03-01"|mundial|-75.556,77|-179,72|278.944,66|-3.707,4
"1-1-05-05-02"|"2025-02-01"|mundial|-371.116,94|-396,61|354.501,43|-3.527,68
"1-1-05-05-02"|"2025-01-01"|mundial|725.618,37|183,44|725.618,37|-3.131,07
"1-1-05-05-02"|"2024-12-01"|mundial|-282.576,24|-42,52|0|-3.314,51
"1-1-05-05-02"|"2024-11-01"|mundial|3.241.572,45|723,01|282.576,24|-3.271,99
"1-1-05-05-02"|"2024-10-01"|mundial|-3.268.023,46|-797,23|-2.958.996,21|-3.995
"1-1-05-05-02"|"2024-09-01"|mundial|298.683,25|67,71|309.027,25|-3.197,77
"1-1-05-05-02"|"2024-08-01"|mundial|-165.612|-80,8|10.344|-3.265,48
"1-1-05-05-02"|"2024-07-01"|mundial|-239.948,6|-82,18|175.956|-3.184,68
"1-1-05-05-02"|"2024-06-01"|mundial|336.926,19|76,32|415.904,6|-3.102,5
"1-1-05-05-02"|"2024-05-01"|mundial|-193.730,41|-130,15|78.978,41|-3.178,82
"1-1-05-05-02"|"2024-04-01"|mundial|-37.322,73|-59,38|272.708,82|-3.048,67
"1-1-05-05-02"|"2024-03-01"|mundial|-373.539,45|-126,09|310.031,55|-2.989,29
"1-1-05-05-02"|"2024-02-01"|mundial|-543.085,76|-270,91|683.571|-2.863,2
"1-1-05-05-02"|"2024-01-01"|mundial|2.013.784,76|288,8|1.226.656,76|-2.592,29
"1-1-05-05-02"|"2023-12-01"|mundial|-401.190,34|-257,55|-787.128|-2.881,09
"1-1-05-05-02"|"2023-11-01"|mundial|366.181,35|-109,08|-385.937,66|-2.623,54
"1-1-05-05-02"|"2023-10-01"|mundial|-104.461,19|-17,45|-752.119,01|-2.514,46
"1-1-05-05-02"|"2023-09-01"|mundial|-505.538,82|-263,86|-647.657,82|-2.497,01
"1-1-05-05-02"|"2023-08-01"|mundial|925.404,12|148,29|-142.119|-2.233,15
"1-1-05-05-02"|"2023-07-01"|mundial|705.704,88|-8,27|-1.067.523,12|-2.381,44
"1-1-05-05-02"|"2023-06-01"|mundial|-1.131.513|-281,62|-1.773.228|-2.373,17
"1-1-05-05-02"|"2023-05-01"|mundial|-500.708,89|-208,71|-641.715|-2.091,55
"1-1-05-05-02"|"2023-04-01"|mundial|1.866.190,38|127,01|-141.006,11|-1.882,84
"1-1-05-05-02"|"2023-03-01"|mundial|806.580,78|72,05|-2.007.196,49|-2.009,85
"1-1-05-05-02"|"2023-02-01"|mundial|587.444|-578,68|-2.813.777,27|-2.081,9
"1-1-05-05-02"|"2023-01-01"|mundial|-1.576.445,27|-610,96|-3.401.221,27|-1.503,22
"1-1-05-05-02"|"2022-12-01"|mundial|-1.885.163|-385,98|-1.824.776|-892,26
"1-1-05-05-02"|"2022-11-01"|mundial|-302.729|-91,73|60.387|-506,28
"1-1-05-05-02"|"2022-10-01"|mundial|363.116|-96,94|363.116|-414,55
"1-1-05-05-02"|"2022-09-01"|mundial|0|-71,72|0|-317,61
"1-1-05-05-02"|"2022-08-01"|mundial|-286.664|-161,01|0|-245,89
"1-1-05-05-02"|"2022-07-01"|mundial|2.167.537|440,11|286.664|-84,88
"1-1-05-05-02"|"2022-06-01"|mundial|-1.103.086|-266,97|-1.880.873|-524,99
"1-1-05-05-02"|"2022-05-01"|mundial|758.830|66,66|-777.787|-258,02
"1-1-05-05-02"|"2022-04-01"|mundial|3.340.336|946,41|-1.536.617|-324,68
"1-1-05-05-02"|"2022-03-01"|mundial|-3.543.344|-1.005,89|-4.876.953|-1.271,09
"1-1-05-05-02"|"2022-02-01"|mundial|3.329.496|872,55|-1.333.609|-265,2
"1-1-05-05-02"|"2022-01-01"|mundial|-2.281.682|-621,8|-4.663.105|-1.137,75
"1-1-05-05-02"|"2021-12-01"|mundial|-3.281.408|-885,42|-2.381.423|-515,95
"1-1-05-05-02"|"2021-11-01"|mundial|4.203.298|1.110,8|899.985|369,47
"1-1-05-05-02"|"2021-10-01"|mundial|3.278.494|894,56|-3.303.313|-741,33
"1-1-05-05-02"|"2021-09-01"|mundial|-5.891.011|-1.480,78|-6.581.807|-1.635,89
"1-1-05-05-02"|"2021-08-01"|mundial|-354.480,26|-180,16|-690.796|-155,11
"1-1-05-05-02"|"2021-07-01"|mundial|668.012,67|150,22|-336.315,74|25,05
"1-1-05-05-02"|"2021-06-01"|mundial|2.474.205,19|686,53|-1.004.328,41|-125,17
"1-1-05-05-02"|"2021-05-01"|mundial|-1.065.067,6|-305,62|-3.478.533,6|-811,7
"1-1-05-05-02"|"2021-04-01"|mundial|2.446.341|695,54|-2.413.466|-506,08
"1-1-05-05-02"|"2021-03-01"|mundial|-3.951.324|-1.043,52|-4.859.807|-1.201,62
"1-1-05-05-02"|"2021-02-01"|mundial|376.206|100,21|-908.483|-158,1
"1-1-05-05-02"|"2021-01-01"|mundial|-1.284.689|-371,86|-1.284.689|-258,31
"1-1-05-05-02"|"2020-12-01"|mundial|2.784.176|797,7|0|113,55
"1-1-05-05-02"|"2020-11-01"|mundial|1.560.574|371,79|-2.784.176|-684,15
"1-1-05-05-02"|"2020-10-01"|mundial|-1.018.341|-273,06|-4.344.750|-1.055,94
"1-1-05-05-02"|"2020-09-01"|mundial|-1.028.573|-231,95|-3.326.409|-782,88
"1-1-05-05-02"|"2020-08-01"|mundial|228.047,45|19,74|-2.297.836|-550,93
"1-1-05-05-02"|"2020-07-01"|mundial|-2.150.193,99|-523,26|-2.525.883,45|-570,67
"1-1-05-05-02"|"2020-06-01"|mundial|4.339.431,54|1.221,43|-375.689,46|-47,41
"1-1-05-05-02"|"2020-05-01"|mundial|-4.112.333,63|-1.101,92|-4.715.121|-1.268,84
"1-1-05-05-02"|"2020-04-01"|mundial|-2.584.975,09|-668,2|-602.787,37|-166,92
"1-1-05-05-02"|"2020-03-01"|mundial|1.982.187,72|501,28|1.982.187,72|501,28
"1-1-05-05-02"|"2020-02-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2020-01-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-12-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-11-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-10-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-09-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-08-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-07-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-06-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-05-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-04-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-03-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-02-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2019-01-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-12-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-11-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-10-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-09-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-08-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-07-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-06-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-05-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-04-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-03-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-02-01"|mundial|0|0|0|0
"1-1-05-05-02"|"2018-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2026-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2025-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2024-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2023-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2022-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2021-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2020-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2019-01-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-12-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-11-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-10-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-09-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-08-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-07-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-06-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-05-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-04-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-03-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-02-01"|mundial|0|0|0|0
"1-1-05-05-03"|"2018-01-01"|mundial|0|0|0|0
"1-1-05-05-04"|"2026-12-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-11-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-10-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-09-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-08-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-07-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-06-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-05-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-04-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-03-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-02-01"|mundial|0|0|0|42.294,62
"1-1-05-05-04"|"2026-01-01"|mundial|0|0|0|42.294,62
